classname           z_sdss  z_shen 
 GB6J164012+193622  0.77498 0.00000 
 GB6J164017+535644  1.40299 0.00000 
 GB6J164029+394704  1.67216 0.00000 
 GB6J164032+541948  2.86994 0.00000 
 GB6J164044+294802  0.37610 0.00000 
 GB6J164054+285636  1.42831 0.00000 
 GB6J164054+314327  0.95546 0.95720 
 GB6J164124+225714  2.05894 2.06300 
 GB6J164144+393456  0.53931 0.53900 
 GB6J164148+334515  2.75029 2.74830 
 GB6J164157+511603  2.61507 0.00000 
 GB6J164239+252316  1.72403 1.72390 
 GB6J164258+394842  0.59342 0.59350 
 GB6J164327+410359  3.86384 3.86980 
 GB6J164331+254211  0.05709 0.00000 
 GB6J164333+304837  0.18404 0.18370 
 GB6J164420+454644  0.22464 0.00000 
 GB6J164434+391549  1.58147 1.58440 
 GB6J164442+261904  0.14405 0.00000 
 GB6J164452+181300  0.79015 0.00000 
 GB6J164520+372013  0.40053 0.00000 
 GB6J164612+153701  2.85500 0.00000 
 GB6J164656+405921  0.83265 0.00000 
 GB6J164733+270607  0.28210 0.00000 
 GB6J164800+222445  0.82273 0.00000 
 GB6J164816+214057  3.21444 0.00000 
 GB6J164830+410407  0.85164 0.85220 
 GB6J164951+325846  0.71089 0.71090 
 GB6J165006+414047  0.58472 0.58500 
 GB6J165050+432638  3.21559 0.00000 
 GB6J165138+400227  2.34147 2.34280 
 GB6J165202+623204  1.63278 1.63170 
 GB6J165232+401358  0.90223 0.00000 
 GB6J165248+363149  2.06725 0.00000 
 GB6J165258+390239  1.30976 0.00000 
 GB6J165306+223817  0.80254 0.00000 
 GB6J165323+250551  1.00667 1.00870 
 GB6J165329+310746  1.29699 1.29540 
 GB6J165414+434319  0.16489 0.00000 
 GB6J165542+324414  1.40187 0.00000 
 GB6J165543+194846  3.26137 0.00000 
 GB6J165550+243248  1.30612 0.00000 
 GB6J165628+491207  2.17521 0.00000 
 GB6J165634+182624  2.55202 2.55130 
 GB6J165730+203040  6.09242 0.00000 
 GB6J165736+185830  1.38114 1.37860 
 GB6J165754+232231  0.48408 0.00000 
 GB6J165801+344330  1.93978 1.93860 
 GB6J165803+360503  2.11369 2.11550 
 GB6J165913+171418  2.01146 2.01850 
 GB6J165924+262934  0.79480 0.79470 
 GB6J170111+353334  0.50107 0.50130 
 GB6J170123+395432  1.35807 0.00000 
 GB6J170155+222721  0.19697 0.19680 
 GB6J170649+300414  2.07293 0.00000 
 GB6J170716+453607  0.64468 0.00000 
 GB6J170744+220048  1.59321 0.00000 
 GB6J170801+334648  1.34539 1.34430 
 GB6J170808+252626  0.01889 0.00000 
 GB6J170841+430907  2.65868 0.00000 
 GB6J170940+431845  1.46727 0.00000 
 GB6J171008+274201  0.44175 0.00000 
 GB6J171127+304006  0.71326 0.71340 
 GB6J171209+605341  1.69330 1.68610 
 GB6J171322+325624  0.10158 0.00000 
 GB6J171507+361952  0.55421 0.00000 
 GB6J171523+572434  0.02730 0.00000 
 GB6J171531+632341  2.18138 2.18280 
 GB6J171716+262145  1.94297 1.94060 
 GB6J171747+533202  2.60071 2.60200 
 GB6J171929+244139  0.34733 0.00000 
 GB6J172110+354217  0.28326 0.00000 
 GB6J172130+370422  0.53667 0.00000 
 GB6J172236+585636  1.99413 1.98090 
 GB6J172241+281455  0.95143 0.94640 
 GB6J172253+245836  2.25242 0.00000 
 GB6J172315+654751  1.44090 1.44140 
 GB6J172335+255446  0.23532 0.00000 
 GB6J172414+330306  0.54806 0.00000 
 GB6J172518+302644  0.98071 0.98060 
 GB6J172722+551059  0.24747 0.00000 
 GB6J172842+280219  2.60654 0.00000 
 GB6J183905+410054  2.31028 2.31380 
 GB6J205457+001519  0.15079 0.00000 
 GB6J210201+010855  1.39999 1.40650 
 GB6J210319+105623  0.04315 0.00000 
 GB6J210922+085602  0.76819 0.00000 
 GB6J211635+053602  2.22497 0.00000 
 GB6J211817+001316  0.46295 0.46290 
 GB6J211832+002000  1.89572 0.00000 
 GB6J212026+044746  3.15171 0.00000 
 GB6J213046+103732  0.06176 0.00000 
 GB6J213638+004149  1.94125 1.93970 
 GB6J213729+045109  2.37110 0.00000 
 GB6J214518+111542  0.54811 0.54800 
 GB6J214529+100606  2.83097 0.00000 
 GB6J214755+083010  2.60149 0.00000 
 GB6J215304+124102  2.21800 2.22220 
 GB6J215337+174140  0.23022 0.00000 
 GB6J215348+003116  1.81618 1.81440 
 GB6J215454+082432  0.15427 0.00000 
 GB6J215528+120444  0.10889 0.00000 
 GB6J215633+194734  2.46716 0.00000 
 GB6J215742+064921  0.62607 0.00000 
 GB6J215756+040708  0.80409 0.00000 
 GB6J215941+062832  2.72006 0.00000 
 GB6J220058+084556  0.22637 0.00000 
 GB6J220335+074006  2.52882 0.00000 
 GB6J220417+111838  0.18752 0.00000 
 GB6J220442+043124  0.41036 0.00000 
 GB6J220536+115215  2.33201 0.00000 
 GB6J220636+131156  0.76474 0.76450 
 GB6J220859+131554  1.29491 1.29440 
 GB6J221007+170134  0.44982 0.00000 
 GB6J221021+153827  2.43115 0.00000 
 GB6J221055+015904  2.58664 0.00000 
 GB6J221455+002007  0.58525 0.00000 
 GB6J221806+005158  1.27348 1.27340 
 GB6J221931+022955  2.21765 0.00000 
 GB6J222232+243413  3.38562 0.00000 
 GB6J222307+145355  2.77503 0.00000 
 GB6J222645+005159  2.26196 2.25760 
 GB6J222744+003438  1.54603 1.54880 
 GB6J222759+003703  3.82368 0.00000 
 GB6J222801+250300  0.56068 0.00000 
 GB6J222846+142905  0.13145 0.00000 
 GB6J222949+254509  0.28614 0.00000 
 GB6J223035+024705  0.52021 0.00000 
 GB6J223224+145040  0.11870 0.00000 
 GB6J223251+201206  0.47583 0.00000 
 GB6J223307+161714  3.35130 0.00000 
 GB6J223413+232545  3.22139 0.00000 
 GB6J223607+014949  0.20945 0.00000 
 GB6J223709+173023  0.15276 0.00000 
 GB6J223813+274941  0.83478 0.00000 
 GB6J223814+145721  0.55042 0.00000 
 GB6J223836+130813  2.42655 0.00000 
 GB6J223927+225959  2.93170 2.93740 
 GB6J223931+122229  1.48329 1.48180 
 GB6J224041+312827  2.00277 0.00000 
 GB6J224113+201732  0.49379 0.00000 
 GB6J224352+190443  3.45082 0.00000 
 GB6J224610+075152  2.31266 0.00000 
 GB6J225025+141956  0.23497 0.23490 
 GB6J225206+295458  0.89834 0.00000 
 GB6J225243+061833  0.90892 0.00000 
 GB6J225303+061443  0.41039 0.00000 
 GB6J225404+005354  0.93883 0.00000 
 GB6J225622+130506  0.55412 0.00000 
 GB6J225649+115918  3.48831 0.00000 
 GB6J225858+020340  2.66818 0.00000 
 GB6J225902+191001  0.53873 0.00000 
 GB6J230310+143143  5.88413 0.00000 
 GB6J230532+133616  1.24195 1.24200 
 GB6J230733+145026  1.24600 0.00000 
 GB6J231025+142536  0.33341 0.00000 
 GB6J231227+032746  2.15874 0.00000 
 GB6J231429+135917  1.64086 1.64490 
 GB6J231454+322439  2.83961 0.00000 
 GB6J231617+134818  0.16725 0.00000 
 GB6J231750+202756  0.42223 0.00000 
 GB6J231802+145943  2.25971 0.00000 
 GB6J231902+035935  0.30794 0.00000 
 GB6J231910+001909  3.18885 0.00000 
 GB6J232015+053514  3.57475 0.00000 
 GB6J232027+002757  2.89293 0.00000 
 GB6J232031+142849  0.46382 0.00000 
 GB6J232039+003116  1.90670 1.89930 
 GB6J232107+094905  0.16505 0.00000 
 GB6J232112+211647  0.19414 0.00000 
 GB6J232140+012000  0.18971 0.00000 
 GB6J232625+011147  1.59832 0.00000 
 GB6J232721+060042  0.17699 0.00000 
 GB6J232722+152433  0.04597 0.00000 
 GB6J232735+002202  1.49162 1.49390 
 GB6J232736+153304  0.98774 0.98930 
 GB6J233010+122834  0.14437 0.00000 
 GB6J233040+110028  1.50160 0.00000 
 GB6J233200+011515  1.63829 1.63950 
 GB6J233454+143152  0.00377 0.00000 
 GB6J233501+053259  0.69862 0.00000 
 GB6J233620+064045  2.90866 0.00000 
 GB6J233721+202018  2.36224 0.00000 
 GB6J233822+150444  2.41213 2.41860 
 GB6J233929+231828  0.31233 0.00000 
 GB6J233930+043543  0.59749 0.00000 
 GB6J234106+001835  0.27672 0.00000 
 GB6J234251+204647  2.23908 0.00000 
 GB6J234342+154256  1.44478 1.45210 
 GB6J234623+001855  1.77963 1.77750 
 GB6J234639+070503  0.17156 0.00000 
 GB6J234830+011042  1.69546 1.70640 
 GB6J235039+030431  0.16228 0.00000 
 GB6J235357+293104  2.42977 0.00000 
 GB6J235440+194518  0.90601 0.00000 
 GB6J235550+335229  0.19147 0.00000 
 GB6J235652+014042  0.20819 0.00000 
 GB6J235707+264529  2.53096 0.00000 
 GB6J235758+140205  4.35152 0.00000 
 GB6J235814+081703  0.64401 0.00000 
 GB6J235829+043017  2.29822 0.00000 
 GB6J235904+295132  2.45390 0.00000 
 GB6J235927+155109  0.15311 0.00000 
 GB6J235936+214416  0.37827 0.00000 
 GB6J235957+004228  0.08167 0.00000 
