classname	gbflux	psfmagr	flag_class	z	RA	DEC	bii
GB6J082255+060529	63	19.376	1	1.984940	125.733390	6.091329	23.1025
GB6J082255+225907	33	20.496	0	0.000000	125.724042	22.978306	29.7608
GB6J082257+404146	266	18.883	1	0.866000	125.739813	40.697155	34.0339
GB6J082302+053528	45	21.187	0	0.000000	125.757823	5.590364	22.8965
GB6J082310+011545	45	20.063	0	0.000000	125.806818	1.257111	20.9109
GB6J082314+033151	70	17.417	0	0.000000	125.803800	3.550431	21.9949
GB6J082321+152445	33	18.176	4	0.167000	125.846873	15.413315	27.1459
GB6J082324+222314	1392	19.466	6	0.951000	125.853152	22.384251	29.6769
GB6J082329+061148	70	17.848	1	2.795830	125.869245	6.196146	23.2704
GB6J082341+292842	480	18.816	1	2.368000	125.921373	29.474491	31.8618
GB6J082356+413757	103	21.374	1	3.016347	125.982571	41.636158	34.3446
GB6J082406+375305	31	21.690	1	0.337330	126.026073	37.891895	33.8048
GB6J082427+234112	87	18.763	1	2.607450	126.116767	23.685558	30.3312
GB6J082432+243833	288	18.839	0	0.000000	126.137538	24.645311	30.6522
GB6J082437+405712	138	17.055	1	0.613000	126.162515	40.952156	34.3865
GB6J082447+521931	83	19.645	0	0.000000	126.196003	52.324658	35.1964
GB6J082447+555238	1155	18.095	1	1.417000	126.196833	55.878517	35.1177
GB6J082456+391645	1031	17.919	1	1.216000	126.231179	39.278309	34.1922
GB6J082503+083124	140	22.179	0	0.000000	126.269903	8.519747	24.6617
GB6J082509+050648	51	20.472	0	0.000000	126.292677	5.109559	23.1498
GB6J082511+133242	223	19.832	1	1.143000	126.299543	13.542372	26.8054
GB6J082541+134010	92	21.603	0	0.000000	126.420808	13.665689	26.9630
GB6J082546+270420	150	19.680	1	0.693000	126.447473	27.072788	31.6442
GB6J082549+030926	1354	18.319	6	0.506000	126.459746	3.156811	22.3883
GB6J082553+354438	32	22.190	0	0.000000	126.481075	35.745361	33.7669
GB6J082602+524730	54	21.062	1	1.529780	126.515365	52.794544	35.3880
GB6J082611+280358	65	19.536	0	0.000000	126.548953	28.063583	32.0093
GB6J082644+143412	62	18.114	1	2.311640	126.681090	14.574349	27.5573
GB6J082646+065434	49	17.915	1	0.964420	126.696639	6.901658	24.3222
GB6J082652+125655	131	18.787	1	0.591810	126.726980	12.950584	26.9455
GB6J082706+105220	167	18.947	1	2.282280	126.777134	10.873376	26.1270
GB6J082739+352501	751	20.828	1	2.250000	126.910787	35.418079	34.0460
GB6J082751+521802	292	19.268	1	0.337830	126.973743	52.299522	35.6720
GB6J082807+394821	36	19.266	1	0.988590	127.036071	39.804512	34.8846
GB6J082836+504845	128	19.012	1	0.927640	127.151642	50.807366	35.7867
GB6J082837+222040	35	21.139	1	2.407540	127.154560	22.347158	30.8003
GB6J082842+004533	97	20.817	1	0.723000	127.182255	0.762480	21.8762
GB6J082846+003922	37	19.279	1	2.283250	127.192941	0.661068	21.8363
GB6J082849+514216	39	21.187	0	0.000000	127.216430	51.706562	35.8267
GB6J082905+175410	210	17.584	4	0.089000	127.270131	17.904406	29.3525
GB6J082906+140350	31	18.787	4	0.137300	127.272778	14.068639	27.8823
GB6J082914+362925	119	20.167	0	0.000000	127.306352	36.490318	34.5610
GB6J082919+251135	30	18.582	4	0.128920	127.334390	25.194824	31.8537
GB6J082923+280936	41	21.866	4	0.591920	127.338166	28.160193	32.7053
GB6J082926+224436	90	17.356	4	0.087290	127.360296	22.743423	31.1094
GB6J082929+085819	180	21.593	0	0.000000	127.376332	8.972587	25.8432
GB6J082931+212312	54	22.284	0	0.000000	127.380795	21.385401	30.6780
GB6J082935+401853	112	19.622	4	0.747800	127.398248	40.316467	35.2297
GB6J082943+224813	42	19.779	0	0.000000	127.422252	22.799578	31.1816
GB6J082959+174135	52	21.813	1	1.565680	127.492805	17.695297	29.4724
GB6J083003+013428	55	19.860	0	0.000000	127.516322	1.579283	22.5640
GB6J083018+182624	63	21.447	0	0.000000	127.580375	18.425167	29.8172
GB6J083028+112327	96	20.423	0	0.000000	127.618518	11.390584	27.0936
GB6J083031+052002	127	18.372	1	2.218480	127.633066	5.335221	24.4387
GB6J083039+133350	50	18.185	1	0.155090	127.657056	13.557222	28.0190
GB6J083040+155056	66	21.168	1	2.426830	127.668486	15.840478	28.9287
GB6J083040+231043	32	22.508	0	0.000000	127.645011	23.190172	31.5013
GB6J083043+091145	87	21.864	0	0.000000	127.683134	9.193833	26.2122
GB6J083052+241047	886	17.109	1	0.939000	127.717023	24.183283	31.8761
GB6J083055+540041	40	16.862	2	0.062000	127.751513	54.006451	36.0920
GB6J083058+072916	121	18.250	1	1.580510	127.739740	7.488367	25.5103
GB6J083105+515552	48	20.148	1	2.170410	127.776904	51.932983	36.1704
GB6J083119+512246	30	22.378	0	0.000000	127.817845	51.381657	36.2036
GB6J083133+174622	33	18.642	6	0.000070	127.887683	17.775213	29.8515
GB6J083135+163010	37	19.742	1	0.892810	127.887798	16.506498	29.3777
GB6J083140+460800	98	17.837	4	0.131000	127.915850	46.133549	36.1530
GB6J083149+042949	1913	15.398	6	0.174000	127.953658	4.494191	24.3319
GB6J083154+084800	115	19.707	1	0.941000	127.979565	8.795461	26.3017
GB6J083212+050858	51	20.486	0	0.000000	128.048558	5.150256	24.7204
GB6J083216+183203	707	18.195	4	0.154110	128.066840	18.536701	30.2877
GB6J083223+491309	372	19.356	6	0.548670	128.096738	49.222511	36.3795
GB6J083224+182115	182	21.821	0	0.000000	128.103662	18.356111	30.2549
GB6J083234+042418	63	16.590	4	0.064670	128.142257	4.410111	24.4589
GB6J083235+391049	39	21.230	0	0.000000	128.146906	39.180229	35.6453
GB6J083238+104018	257	21.830	0	0.000000	128.160310	10.672133	27.2724
GB6J083248+422451	255	18.563	1	1.053960	128.201666	42.416412	36.0719
GB6J083249+155413	274	18.358	1	2.424210	128.205829	15.902392	29.4297
GB6J083310+070249	82	22.453	0	0.000000	128.289614	7.050451	25.8013
GB6J083313+112400	294	18.323	1	2.981210	128.309855	11.393403	27.7100
GB6J083318+035031	250	19.495	1	0.903000	128.328795	3.842320	24.3568
GB6J083322+095956	93	18.816	1	3.712844	128.343744	9.994786	27.1460
GB6J083333+392400	42	19.394	1	1.302170	128.400178	39.398869	35.8694
GB6J083337+211459	83	21.732	1	1.081570	128.400865	21.242910	31.5251
GB6J083337+213208	53	19.820	1	0.578640	128.403683	21.529089	31.6231
GB6J083345+340842	87	22.159	0	0.000000	128.438602	34.143524	35.0266
GB6J083354+422402	390	17.079	6	0.930000	128.474522	42.400516	36.2708
GB6J083403+025106	154	22.480	0	0.000000	128.517795	2.849870	24.0519
GB6J083403+242904	80	20.908	0	0.000000	128.511114	24.479893	32.6558
GB6J083405+022405	68	19.425	0	0.000000	128.523960	2.401659	23.8426
GB6J083412+103544	47	19.930	0	0.000000	128.540292	10.595667	27.5779
GB6J083413+415810	37	20.243	0	0.000000	128.551927	41.966454	36.2853
GB6J083417+601950	297	19.781	1	0.720000	128.573098	60.329739	35.9687
GB6J083430+240133	57	17.558	1	1.420390	128.631749	24.029511	32.6230
GB6J083434+134239	52	19.776	0	0.000000	128.647971	13.704449	28.9599
GB6J083455+553430	5740	18.940	1	0.242000	128.728766	55.572525	36.5595
GB6J083458+440344	128	17.969	6	1.473160	128.742514	44.060596	36.6044
GB6J083507+084146	41	22.408	0	0.000000	128.777919	8.694527	26.9663
GB6J083516+401619	56	21.713	0	0.000000	128.817015	40.268394	36.2972
GB6J083517+011958	37	18.849	0	0.000000	128.813338	1.328291	23.5762
GB6J083521+290924	32	20.402	1	1.278900	128.832221	29.155994	34.2311
GB6J083530+392258	74	22.506	0	0.000000	128.881345	39.379536	36.2355
GB6J083543+093659	73	18.277	6	1.303280	128.930068	9.621666	27.5062
GB6J083548+151707	65	17.880	4	0.169000	128.950596	15.288063	29.8544
GB6J083548+182519	40	21.179	1	4.412660	128.955946	18.422237	31.0329
GB6J083608+093328	60	20.469	1	2.793650	129.032407	9.558835	27.5699
GB6J083615+005316	135	23.261	1	1.826000	129.065795	0.883331	23.5787
GB6J083616+213907	203	19.487	0	0.000000	129.067583	21.650999	32.2460
GB6J083622+272852	260	19.599	1	0.765000	129.095378	27.481260	34.0185
GB6J083636+412550	385	17.402	1	1.301000	129.153714	41.431862	36.6785
GB6J083639+280921	39	19.581	1	2.665170	129.161368	28.151911	34.2526
GB6J083646+235528	67	19.730	0	0.000000	129.192968	23.925459	33.0791
GB6J083652+092625	38	21.835	0	0.000000	129.219875	9.438722	27.6843
GB6J083713+165943	39	18.497	1	0.731010	129.307523	16.995485	30.8213
GB6J083720+582514	717	17.861	1	2.101000	129.343371	58.417179	36.6059
GB6J083725+145824	40	17.478	6	0.278000	129.352970	14.972156	30.0892
GB6J083725+250135	99	22.082	0	0.000000	129.357848	25.027737	33.5532
GB6J083731+481021	60	19.395	1	1.796880	129.382853	48.170353	37.2163
GB6J083741+245424	458	17.983	1	1.122000	129.417701	24.906424	33.5693
GB6J083750+473450	126	21.834	0	0.000000	129.458270	47.578659	37.2589
GB6J083755+050724	34	19.306	1	1.205820	129.478025	5.128346	25.9714
GB6J083803+242349	121	20.640	0	0.000000	129.510140	24.401291	33.4991
GB6J083813+044550	39	23.837	0	0.000000	129.561238	4.748836	25.8676
GB6J083813+300033	80	22.454	0	0.000000	129.551797	30.011463	35.0474
GB6J083834+000210	36	21.366	0	0.000000	129.644251	0.035733	23.6626
GB6J083847+560821	79	21.347	0	0.000000	129.701385	56.137005	37.0531
GB6J083852+115119	82	19.407	1	2.295550	129.719295	11.855807	29.1574
GB6J083901+401608	34	18.154	4	0.194000	129.762869	40.262665	37.0135
GB6J083910+200201	107	19.816	1	3.033858	129.795413	20.035372	32.3427
GB6J083915+094338	31	22.514	0	0.000000	129.818244	9.728297	28.3415
GB6J083915+285049	275	16.916	4	0.078960	129.815955	28.844099	34.9857
GB6J083922+352236	63	22.209	0	0.000000	129.840803	35.374119	36.3859
GB6J083931+180233	310	17.171	6	1.155510	129.878011	18.046429	31.7136
GB6J083942+354002	59	18.765	6	0.000000	129.930682	35.667061	36.5076
GB6J083945+511206	51	19.374	1	4.402590	129.942584	51.200790	37.5363
GB6J083948+031953	673	20.558	6	1.570000	129.954987	3.331629	25.5427
GB6J083949+010426	510	18.694	1	1.123000	129.956718	1.074091	24.4481
GB6J083952+430146	109	18.816	4	0.243820	129.968233	43.030228	37.4171
GB6J083956+025204	60	20.539	1	3.679225	129.980779	2.862639	25.3402
GB6J084034+021430	35	21.226	1	1.427640	130.133200	2.233732	25.1693
GB6J084044+191916	39	21.941	0	0.000000	130.186258	19.319891	32.4399
GB6J084047+062734	39	22.055	0	0.000000	130.203023	6.458400	27.2253
GB6J084049+281022	121	20.807	0	0.000000	130.209503	28.176245	35.1515
GB6J084050+444002	128	20.078	4	0.769400	130.213695	44.666466	37.6902
GB6J084105+270115	54	20.693	0	0.000000	130.273962	27.019526	34.9037
GB6J084107+430712	30	22.363	0	0.000000	130.282731	43.108250	37.6517
GB6J084116+384423	35	19.273	4	0.280140	130.317807	38.735928	37.2601
GB6J084129+032136	37	19.390	0	0.000000	130.377574	3.361055	25.9272
GB6J084137+102946	56	19.478	1	2.832660	130.401578	10.495755	29.1902
GB6J084141+465256	41	20.887	1	2.083430	130.421948	46.876221	37.9024
GB6J084143+361051	30	19.770	0	0.000000	130.428615	36.183006	36.9889
GB6J084154+231957	115	17.493	1	1.188460	130.475235	23.331873	34.0148
GB6J084157+213652	44	19.471	1	0.897333	130.486607	21.615099	33.4805
GB6J084204+401823	42	17.086	1	0.152000	130.515575	40.308716	37.5893
GB6J084205+183552	898	16.544	1	1.272000	130.521226	18.594717	32.4804
GB6J084215+452547	54	17.281	1	1.409000	130.563970	45.428940	37.9674
GB6J084224+205600	39	19.421	1	3.586036	130.599203	20.928696	33.3534
GB6J084241+391100	33	17.836	4	0.116000	130.674083	39.181389	37.5885
GB6J084246+235437	115	22.165	0	0.000000	130.693188	23.909954	34.3810
GB6J084249+515331	37	18.695	1	1.136170	130.707092	51.890919	37.9781
GB6J084258+001317	42	20.370	1	2.707010	130.749493	0.221740	24.7133
GB6J084306+453739	168	19.084	4	0.191950	130.779562	45.628582	38.1242
GB6J084327+042110	38	21.163	0	0.000000	130.868425	4.354925	26.8314
GB6J084338+262123	41	21.403	0	0.000000	130.912242	26.353582	35.2725
GB6J084346+582318	133	19.618	1	1.482880	130.937047	58.403557	37.4348
GB6J084352+374232	61	18.839	1	1.741000	130.970321	37.707844	37.6370
GB6J084356+510522	116	17.274	4	0.126000	130.996413	51.090275	38.2017
GB6J084358+274345	54	20.418	0	0.000000	130.988660	27.739059	35.7049
GB6J084405+611450	78	19.649	0	0.000000	131.020518	61.250164	36.9992
GB6J084409+531251	38	18.304	6	1.233840	131.048756	53.214054	38.0935
GB6J084411+224105	33	20.439	1	1.978240	131.038012	22.679236	34.3045
GB6J084416+134032	114	18.295	1	1.737300	131.070972	13.677415	31.1053
GB6J084424+511457	30	19.149	1	1.247370	131.119838	51.242374	38.2709
GB6J084427+354205	35	21.395	0	0.000000	131.110640	35.697609	37.4583
GB6J084428+383057	297	20.986	1	2.940740	131.121240	38.515469	37.8563
GB6J084432+260602	79	17.711	4	0.108360	131.139178	26.104189	35.4000
GB6J084434+455441	61	21.217	4	0.689070	131.140165	45.906895	38.3820
GB6J084449+271042	54	21.192	0	0.000000	131.207914	27.187378	35.7498
GB6J084508+231237	72	18.191	4	0.152150	131.285348	23.217272	34.6877
GB6J084511+423912	95	19.890	4	0.364380	131.301184	42.650711	38.3671
GB6J084514+064336	64	19.979	1	0.419660	131.309137	6.724907	28.3242
GB6J084516+043933	235	19.463	0	0.000000	131.321425	4.663158	27.3751
GB6J084520+271843	31	18.440	1	1.267420	131.339679	27.312555	35.8956
GB6J084527+422003	86	18.093	4	0.133040	131.371021	42.331368	38.3983
GB6J084534+001644	52	21.485	0	0.000000	131.390319	0.286440	25.3003
GB6J084542+172452	37	18.663	1	1.293700	131.413279	17.386326	32.8349
GB6J084547+085010	63	23.274	0	0.000000	131.451616	8.836041	29.4006
GB6J084559+070437	253	16.995	1	0.341750	131.501527	7.073510	28.6534
GB6J084604+163909	93	19.110	1	1.956000	131.521540	16.650736	32.6588
GB6J084623+100952	65	22.444	0	0.000000	131.604023	10.164675	30.1162
GB6J084629+345848	50	20.932	0	0.000000	131.625223	34.982548	37.7587
GB6J084649+064152	103	17.305	1	0.616000	131.708379	6.696937	28.6637
GB6J084651+354638	103	20.914	1	2.819480	131.707363	35.780052	37.9496
GB6J084701+075953	222	21.618	0	0.000000	131.755185	7.996804	29.2954
GB6J084710+113424	32	17.779	6	0.199000	131.803894	11.563935	30.8896
GB6J084715+383105	136	18.409	1	3.180576	131.813207	38.519436	38.3944
GB6J084734+460933	232	19.065	1	1.216480	131.892915	46.157780	38.9076
GB6J084740+104929	90	21.151	1	0.723530	131.919837	10.824828	30.6799
GB6J084742+271414	60	19.043	0	0.000000	131.928549	27.236353	36.3814
GB6J084759+314736	328	16.860	4	0.067310	131.996012	31.785629	37.4831
GB6J084807+293815	50	19.910	0	0.000000	132.033420	29.632015	37.0528
GB6J084825+200022	69	20.324	1	3.417766	132.104344	20.003273	34.3710
GB6J084828+075508	109	19.683	0	0.000000	132.117491	7.914268	29.5788
GB6J084843+412421	32	21.449	0	0.000000	132.179546	41.408619	38.9372
GB6J084853+265543	31	22.895	0	0.000000	132.215238	26.929308	36.5485
GB6J084900+560345	69	21.470	0	0.000000	132.253561	56.063923	38.4751
GB6J084909+020619	49	19.224	6	0.630490	132.286706	2.106233	26.9834
GB6J084924+060909	127	22.362	0	0.000000	132.357388	6.151678	28.9840
GB6J084948+151213	42	21.832	4	0.640500	132.446823	15.194935	32.9281
GB6J084949+111617	48	19.713	0	0.000000	132.455821	11.270580	31.3455
GB6J084957+510844	161	18.325	1	0.583000	132.491584	51.141396	39.1352
GB6J085001+485518	99	18.581	6	0.000000	132.501483	48.916294	39.2690
GB6J085005+403610	110	18.854	2	0.267000	132.519364	40.602181	39.1341
GB6J085008+593054	37	16.607	1	1.710000	132.542853	59.521740	38.0624
GB6J085021+624605	32	17.633	1	1.149680	132.618113	62.765213	37.4156
GB6J085025+374659	391	19.949	1	0.407150	132.603049	37.785961	38.9278
GB6J085042+122612	30	21.031	0	0.000000	132.677064	12.431631	32.0275
GB6J085042+515913	68	18.962	1	1.893920	132.676034	51.986576	39.1817
GB6J085043+155209	36	21.363	0	0.000000	132.687392	15.867133	33.4000
GB6J085049+072748	81	22.565	0	0.000000	132.704701	7.455852	29.8900
GB6J085100+510333	31	24.465	0	0.000000	132.745915	51.053654	39.3010
GB6J085118+135801	38	18.930	1	0.950470	132.834506	13.972939	32.7930
GB6J085133+201059	52	19.190	1	1.551030	132.888493	20.183411	35.1251
GB6J085137+484734	68	21.251	1	1.670200	132.902140	48.791874	39.5377
GB6J085142+405100	74	19.438	1	0.583450	132.921567	40.845295	39.4559
GB6J085205+283400	329	19.002	1	1.282000	133.021545	28.566597	37.6458
GB6J085206+514858	53	20.677	4	0.563450	133.028727	51.813385	39.4139
GB6J085216+120552	36	21.258	0	0.000000	133.063860	12.094659	32.2318
GB6J085221+473525	40	20.225	1	2.420000	133.085246	47.582882	39.7052
GB6J085228+243357	35	19.006	4	0.358000	133.121266	24.565124	36.6898
GB6J085228+592302	94	19.705	1	1.576550	133.124857	59.380631	38.3799
GB6J085244+343543	49	18.929	1	1.652370	133.186426	34.594586	38.9633
GB6J085249+203326	35	22.993	0	0.000000	133.216567	20.551149	35.5375
GB6J085258+225108	38	20.222	1	3.544636	133.245306	22.847353	36.2923
GB6J085305+574517	34	19.351	0	0.000000	133.289881	57.754677	38.7678
GB6J085317+210652	32	20.158	0	0.000000	133.320422	21.109024	35.8119
GB6J085317+281343	109	18.048	1	0.920000	133.324299	28.230560	37.8249
GB6J085320+254300	112	22.249	0	0.000000	133.334942	25.719402	37.1957
GB6J085321+385235	42	17.366	4	0.127650	133.331137	38.877502	39.6097
GB6J085325+092819	67	17.633	4	0.115690	133.347630	9.462298	31.3568
GB6J085329+221056	37	19.504	1	0.719530	133.375625	22.179423	36.2010
GB6J085347+335947	58	21.537	0	0.000000	133.443761	34.000614	39.0796
GB6J085348+065513	489	19.000	1	0.223490	133.450785	6.913120	30.2993
GB6J085354+142957	50	19.223	1	0.483790	133.473859	14.488944	33.5665
GB6J085410+440819	77	16.881	6	0.000000	133.541193	44.141746	40.0503
GB6J085416+532731	32	17.197	1	2.418000	133.573394	53.459774	39.5683
GB6J085434+072032	327	19.835	1	0.655070	133.645992	7.340040	30.6676
GB6J085440+575730	1184	17.755	1	1.322000	133.674989	57.958313	38.9324
GB6J085448+200647	2908	15.412	6	0.306000	133.703642	20.108511	35.8210
GB6J085449+621900	215	18.436	6	0.267000	133.710737	62.313942	38.0123
GB6J085528+092006	36	22.620	0	0.000000	133.864817	9.343433	31.7624
GB6J085546+484225	36	21.455	4	0.331340	133.938875	48.707024	40.2248
GB6J085553+540725	35	20.337	1	2.530460	133.971319	54.130619	39.7146
GB6J085555+002008	48	22.181	0	0.000000	133.981018	0.338442	27.5603
GB6J085616+043849	56	21.862	0	0.000000	134.074917	4.644875	29.7790
GB6J085620+493543	45	23.046	0	0.000000	134.083285	49.595772	40.2608
GB6J085625+102031	68	18.998	1	3.700729	134.103842	10.338064	32.4093
GB6J085633+033446	67	18.420	1	1.169070	134.140563	3.580073	29.3201
GB6J085639+205740	140	18.182	6	0.000920	134.165583	20.962063	36.5106
GB6J085644+264559	36	21.979	0	0.000000	134.191818	26.764341	38.2107
GB6J085646+235617	36	20.400	1	0.594770	134.197683	23.938564	37.4506
GB6J085655+004737	92	19.210	0	0.000000	134.233475	0.799779	28.0128
GB6J085655+174002	167	21.582	4	0.516000	134.236221	17.663269	35.4432
GB6J085658+211132	349	19.477	1	2.098000	134.238510	21.195456	36.6502
GB6J085726+331337	30	18.305	1	2.345960	134.362321	33.221432	39.7077
GB6J085726+530248	82	18.898	1	1.440570	134.358759	53.049412	40.0856
GB6J085728+423707	51	19.270	1	2.004800	134.369574	42.613220	40.6206
GB6J085732+582725	126	21.795	0	0.000000	134.381046	58.456261	39.2002
GB6J085745+152650	140	20.841	0	0.000000	134.436636	15.444137	34.7949
GB6J085746+354000	36	21.844	0	0.000000	134.445348	35.668923	40.1349
GB6J085749+013536	78	17.892	6	0.281000	134.457521	1.591754	28.6073
GB6J085751+052646	49	21.886	0	0.000000	134.464474	5.445398	30.5025
GB6J085751+130708	122	21.169	4	0.446350	134.462328	13.116872	33.8964
GB6J085845+383251	49	22.702	0	0.000000	134.682398	38.543358	40.6302
GB6J085938+052239	35	23.000	0	0.000000	134.931064	5.372246	30.8761
GB6J085941+112213	69	20.145	4	0.559100	134.923496	11.372884	33.5804
GB6J090005+000353	39	19.224	0	0.000000	135.019412	0.058931	28.3071
GB6J090021+410836	208	18.421	1	1.629000	135.089307	41.139721	41.1058
GB6J090029+333002	82	19.554	1	2.033990	135.126743	33.502491	40.3828
GB6J090038+253218	31	21.364	0	0.000000	135.162048	25.540760	38.7354
GB6J090052+135701	30	19.811	1	3.167463	135.218296	13.958554	34.9085
GB6J090052+184204	44	21.511	0	0.000000	135.222931	18.706156	36.6894
GB6J090059+103651	51	15.961	4	0.029460	135.250397	10.617139	33.5465
GB6J090111+044915	79	19.317	1	1.863000	135.299435	4.816341	30.9309
GB6J090118+275419	32	21.784	0	0.000000	135.326300	27.904514	39.4651
GB6J090121+494729	50	20.933	1	1.796760	135.335298	49.788502	41.0518
GB6J090150+030424	244	19.429	4	0.287550	135.462398	3.072973	30.2182
