classname         gbflux psfmagr flag_class        z                RA               DEC      bii       lii    a_v
GB6J131640+240420     39  21.830          0 0.000000        199.165678         24.074291  83.5462    6.0876  0.051
GB6J131655+430905     55  23.220          0 0.000000        199.228606         43.146545  73.1695  106.6989  0.077
GB6J131721+665552    125  19.843          0 0.000000        199.338913         66.929161  50.0001  118.9870  0.079
GB6J131729+060048     38  19.125          1 2.635570        199.369354          6.012898  67.9948  320.4451  0.128
GB6J131736+342514    336  18.231          1 1.055000        199.402056         34.421089  80.7974   86.9362  0.051
GB6J131739+411538    195  16.854          4 0.067000        199.413314         41.262673  74.8738  103.7362  0.061
GB6J131813+180657    131  19.436          1 2.075420        199.559541         18.120779  79.0795  338.7578  0.087
GB6J131820+353149     34  18.841          0 0.000000        199.581685         35.534775  79.8262   90.2964  0.048
GB6J131829+042955    222  21.956          0 0.000000        199.623513          4.502775  66.4718  320.0377  0.108
GB6J131839+675440     56  20.829          0 0.000000        199.667916         67.906685  49.0149  119.0336  0.058
GB6J131902+522800     60  22.735          0 0.000000        199.757953         52.463982  64.1437  113.2720  0.068
GB6J131904+103929    166  19.839          1 0.292830        199.763718         10.659773  72.2947  325.7904  0.084
GB6J131907+621725    144  19.186          1 3.070835        199.781184         62.289261  54.5400  117.3885  0.108
GB6J131916+675921     32  21.646          0 0.000000        199.818492         67.986008  48.9275  118.9682  0.058
GB6J131927+443325     31  21.643          0 0.000000        199.862351         44.563339  71.6820  106.8873  0.082
GB6J131932+140534     57  17.678          6 0.573000        199.882264         14.092536  75.4100  331.0161  0.088
GB6J131941+162836     44  18.064          4 0.158730        199.922476         16.481289  77.5031  335.9503  0.083
GB6J131947+514759    614  16.770          1 1.060000        199.942474         51.801609  64.7563  112.6320  0.066
GB6J132011+585436     59  19.390          1 1.955010        200.052338         58.911533  57.8254  115.9580  0.057
GB6J132017+603537     38  18.662          1 0.839240        200.072036         60.592216  56.1784  116.5729  0.070
GB6J132027+014048    541  20.108          1 1.235000        200.111647          1.676887  63.6157  319.4281  0.099
GB6J132033+331204     32  17.937          1 0.921710        200.138397         33.195068  81.2635   78.6620  0.065
GB6J132042+444725     36  22.010          0 0.000000        200.181484         44.792530  71.3878  106.4696  0.086
GB6J132047+224252     31  23.118          0 0.000000        200.190625         22.722189  82.0270    0.9889  0.064
GB6J132052+454050    129  20.251          1 2.349410        200.215330         45.686169  70.5419  107.3567  0.118
GB6J132111+221553    458  18.732          1 0.943000        200.296683         22.270027  81.6812  358.8192  0.074
GB6J132118+190420    100  22.485          0 0.000000        200.322118         19.071375  79.4216  344.8956  0.100
GB6J132138+002333    101  17.626          1 1.618000        200.414858          0.399339  62.3030  319.3644  0.094
GB6J132152+351030     77  19.886          1 1.917810        200.482020         35.177029  79.6475   85.8219  0.048
GB6J132211+214803    182  18.802          1 1.680000        200.547495         21.803408  81.2106  357.3106  0.088
GB6J132217+325242    113  21.797          0 0.000000        200.575390         32.881752  81.1876   75.5412  0.065
GB6J132229+180443     32  19.469          1 2.893990        200.628748         18.078730  78.4602  342.9037  0.102
GB6J132254+391208    208  17.619          1 2.985000        200.731931         39.202209  76.2587   96.3908  0.053
GB6J132324+251808     32  17.826          1 1.388710        200.850620         25.302649  82.6035   20.4360  0.056
GB6J132333+313508    274  15.684          4 0.016180        200.937595         31.565752  81.6809   67.0848  0.059
GB6J132338+645217     94  18.438          0 0.000000        200.909929         64.870163  51.9108  117.3995  0.105
GB6J132351+322403     49  22.927          0 0.000000        200.962186         32.397472  81.2164   71.7295  0.065
GB6J132355+313313    241  15.684          4 0.016180        200.937595         31.565752  81.6809   67.0848  0.059
GB6J132356+250910    102  17.699          1 1.526730        200.981984         25.142820  82.4441   19.5181  0.055
GB6J132400+573917     42  17.274          4 0.115000        201.003771         57.654545  58.9362  114.4849  0.062
GB6J132405+341801     77  20.262          0 0.000000        201.020293         34.294128  79.9787   80.5593  0.053
GB6J132412+404816    379  20.486          6 0.496000        201.050405         40.803268  74.7483   98.7287  0.053
GB6J132415+453937     48  19.240          1 0.903680        201.061578         45.654171  70.3589  105.6735  0.116
GB6J132415+501628     39  20.501          1 2.375710        201.071391         50.268936  66.0231  109.9484  0.059
GB6J132420+170454     36  21.975          0 0.000000        201.084380         17.073929  77.3934  341.7306  0.098
GB6J132429+474322    247  20.894          1 2.260000        201.122275         47.722397  68.4161  107.6945  0.066
GB6J132433+022647    106  22.345          0 0.000000        201.138697          2.446007  64.0754  322.1447  0.095
GB6J132457+325200     85  17.845          1 1.755020        201.239648         32.862747  80.7561   73.2832  0.060
GB6J132512+112338     62  19.411          1 4.417710        201.302061         11.391620  72.3760  331.3155  0.105
GB6J132513+395610     53  17.534          4 0.075000        201.305680         39.931465  75.4059   96.3803  0.058
GB6J132515+380719     83  20.637          1 1.619110        201.323218         38.120247  76.9132   92.1751  0.053
GB6J132518+210935    122  21.872          0 0.000000        201.327953         21.157023  80.2393  357.0391  0.089
GB6J132518+511950    119  20.443          1 2.606170        201.332674         51.330051  64.9633  110.3665  0.056
GB6J132531+235029     32  21.037          4 0.537400        201.383729         23.839830  81.6346   11.6712  0.065
GB6J132534+001526     46  18.755          4 0.176280        201.393614          0.255956  61.9042  321.2993  0.090
GB6J132535+065121     44  20.700          1 2.493780        201.389394          6.861218  68.1735  326.2660  0.115
GB6J132550+052652     42  17.725          4 0.135490        201.445255          5.414970  66.7974  325.0947  0.117
GB6J132602+065732     45  18.618          1 3.016040        201.509714          6.964393  68.2271  326.6658  0.110
GB6J132612+285112     34  17.846          1 1.299720        201.557336         28.862144  82.1286   47.6743  0.068
GB6J132628+155348     35  21.236          4 0.558680        201.621952         15.895064  76.1323  340.6153  0.094
GB6J132630+515428    180  19.400          0 0.000000        201.634226         51.904366  64.3593  110.3692  0.055
GB6J132638+184549     45  21.008          0 0.000000        201.650648         18.767937  78.3710  348.8132  0.104
GB6J132642+604211     52  22.879          0 0.000000        201.682963         60.705997  55.8920  115.2401  0.072
GB6J132659+171955     57  20.719          1 2.863940        201.746020         17.335550  77.2212  344.7440  0.089
GB6J132701+221036    647  18.694          1 1.398000        201.753573         22.180597  80.5273    3.3815  0.074
GB6J132702+031258     80  18.967          1 2.830050        201.763401          3.219803  64.6201  324.0656  0.094
GB6J132707+083852     43  22.174          0 0.000000        201.774273          8.632172  69.6714  329.1010  0.087
GB6J132712+002407    117  18.874          1 1.061000        201.803584          0.403941  61.9282  322.2238  0.091
GB6J132720+432629    576  19.208          1 2.086420        201.837416         43.441109  72.1430  101.2460  0.070
GB6J132725+500858    274  19.320          1 1.026000        201.854653         50.146996  65.9743  108.6857  0.054
GB6J132735+240720     42  17.854          1 1.199990        201.898213         24.128533  81.3188   14.7236  0.064
GB6J132738+665103     36  21.888          0 0.000000        201.905165         66.847946  49.8917  117.4257  0.086
GB6J132754+122303    305  21.330          4 0.949430        201.977849         12.385881  72.9589  334.8147  0.111
GB6J132800+180706     81  22.396          0 0.000000        202.002110         18.121712  77.6675  347.9267  0.095
GB6J132804+502811     57  18.454          1 1.192460        202.025971         50.469673  65.6336  108.7047  0.054
GB6J132819+521048     33  20.381          0 0.000000        202.085295         52.176323  64.0129  109.9652  0.052
GB6J132839+622139    116  18.758          1 1.218300        202.169023         62.360291  54.2314  115.5552  0.103
GB6J132840+415927     31  19.293          1 1.643590        202.168035         41.993469  73.2998   98.2015  0.050
GB6J132843+510307     30  18.386          1 3.410809        202.187605         51.040470  65.0624  108.9436  0.051
GB6J132848+362042     44  20.511          0 0.000000        202.201209         36.343521  77.8462   84.5405  0.047
GB6J132855+174335    112  20.911          1 1.753200        202.227044         17.722048  77.2258  347.4565  0.087
GB6J132900+105259    112  18.866          1 1.937740        202.255912         10.884666  71.5055  333.2919  0.112
GB6J132904+323007     37  20.916          0 0.000000        202.263093         32.503952  80.2362   68.5873  0.051
GB6J132906+500921    133  20.184          1 2.652190        202.274165         50.157337  65.8708  108.0771  0.051
GB6J132915+480343    111  19.892          4 0.369550        202.317996         48.074570  67.7940  106.0421  0.060
GB6J132935+495607     57  20.369          4 0.722190        202.390652         49.933579  66.0526  107.7082  0.049
GB6J132947+394925     78  20.939          1 2.407530        202.454710         39.825874  75.0122   93.2614  0.044
GB6J132947+534638     33  21.051          4 0.956990        202.446900         53.778599  62.4261  110.6562  0.062
GB6J132953+315417    518  20.008          6 0.000000        202.470260         31.903069  80.3756   64.9627  0.050
GB6J133001+234335     34  22.746          0 0.000000        202.508083         23.721449  80.6472   13.7041  0.067
GB6J133029+241524     32  19.501          6 0.463000        202.610507         24.255970  80.7587   16.9919  0.060
